,character,line,episode number
34081,JERRY,  Easy big fella.,85
34082,KRAMER," No, I got 'em in the ocean.",85
34083,KRAMER," Well, I found this rope and I kept tugging on it, and all these lobsters came up.",85
34084,KRAMER, Take it easy. There's plenty of lobsters in the ocean for everyone.,85
34085,KRAMER, Ahhh! ,85
34086,ELAINE," Some night, huh?",85
34087,ELAINE," Some dinner, huh?",85
34088,ELAINE," Some house, huh?",85
34089,ELAINE," Some ugly baby, huh?",85
34090,ELAINE,"  I said, uh, some snuggly baby.",85
34091,ELAINE," Well, to tell you the truth, Dr. Feffa, I , I was surprised to hear you use a word like breathtaking to describe a baby, I mean, because you also used it referring to me.",85
34092,JERRY, You told her?,85
34093,JERRY," You don't understand. This organ, it's very... schizophrenic.",85
34094,GEORGE, You're going back to New York now?,85
34095,GEORGE," Uh huh. Uh huh! I think you spoke to your little friend Rachel, that's what I think.",85
34096,GEORGE, And she didn't say something to you about a certain something?,85
34097,GEORGE," *I* think that *you* think that a certain *something* is not all that it could be, when in fact it is is all that it *should* be, and *more*!",85
34098,GEORGE," Look, you don't understand. There was shrinkage.",85
34099,KRAMER, You looking for this? ,85
34100,KRAMER," Well, I thought you might wind up around here.",85
34101,KRAMER, No I'm afraid I couldn't do that.,85
34102,KRAMER," Well, that wouldn't be kosher.",85
34103,KRAMER," Nah, I'm sorry, honey. Not on my watch.",85
34104,KRAMER, Heyahhh!,85
34105,JERRY," Oh, that's just Jane driving home to New York in the middle of the night. ",85
34106,ELAINE," George, these are the best scrambled eggs I've ever tasted.",85
34107,KRAMER, Ya I didn't know you could cook.,85
34108,GEORGE," Well, I'm just expressing my gratitude to our gracious host.",85
34109,KRAMER, Well I knew you'd regret it for the rest of your life.,85
34110,JERRY,"  Hey, look at this guy.",85
34111,GEORGE, A little breakfast.,85
34112,JERRY, Yeah.,85
34113,GEORGE,"  And, uh, you eat eggs, right?",85
34114,JERRY," Geez, these are delicious. Where did you learn to make eggs like this?",85
34115,GEORGE," Ah, enjoying them?",85
34116,GEORGE," Uh, good. You know, you might wanna try eating it with one of these. ",85
34117,GEORGE," Not that much. You know, they tend to shrink in the water.",85
34118,JERRY," Well, I guess I gotta go, too.",85
34119,ELAINE," Well, this has turned out to be one *helluva* weekend. ",85
34120,KRAMER, Wonder what's goin' on.,85
34121,GEORGE," Ah, I guess I should go up and apologize.",85
34122,GEORGE, I don't know why Rachel had to drive back with Michael and Carol.,85
34123,ELAINE," Hey, if you saw me naked, I wouldn't want to ride back in the same car with you either.",85
34124,JERRY, I still can't believe Michael finked on Kramer.,85
34125,ELAINE, How is he gonna pay off a thousand dollar fine?,85
34126,JERRY, They got some sort of program.,85
34127,GEORGE," Hey, there's a tomato stand, let's stop, I can get some more.",85
34128,JERRY," Hey, isn't that Michael's car?",85
34129,ELAINE, There's Rachel.,85
34130,GEORGE, Where? ,85
34131,ELAINE," Oh, thank you!  Mmm, Oh, thank you, Mr Lippman, I can't tell you how much I appreciate this. I mean, of course I deserve it.",86
34132,ELAINE, You really oughtta do something about that cold.,86
34133,JERRY, You got a raise?,86
34134,ELAINE," I don't fool around,  baby!",86
34135,JERRY, I thought you said Pendant was in financial trouble.,86
34136,ELAINE," They were, but they're being absorbed by Matsushimi, that big Japanese conglomerate.",86
34137,JERRY," Oh, when did that happen?",86
34138,ELAINE, They're signing the papers next week.,86
34139,JERRY, Does this mean they're gonna be publishing Kramer's coffee table book?,86
34140,ELAINE," Yeah, they'll definitely do it now.",86
34141,JERRY," Boy, you're on quite a streak. Job promotion, plus you're back with Jake Jarmal.",86
34142,ELAINE," Yeah, it's gettin' serious, we're talking about moving in together.",86
34143,JERRY," Boy, you really got it all, I'm sure Helen ""Girlie"" Brown would be very proud of you.",86
34144,JERRY, Speaking of having it all ... Where were you?,86
34145,GEORGE, I went to the beach. ,86
34146,JERRY," Oh, the beach.",86
34147,GEORGE," It's not working, Jerry. It's just not working. ",86
34148,JERRY, What is it that isn't working?,86
34149,GEORGE," Why did it all turn out like this for me? I had so much promise. I was personable, I was bright.  Oh, maybe not academically speaking,  I was perceptive. I always know when someone's uncomfortable at a party.",86
34150,JERRY,  Could I get napkin over there?,86
34151,GEORGE," It became very clear to me sitting out there today, that every decision I've ever made, in my entire life, has been wrong. My life is the complete opposite of everything I want it to be. Every instinct I have, in every of aspect of life, be it something to wear, something to eat ... It's all been wrong.  Everywhere.",86
34152,GEORGE," Yeah. No, no, no, wait a minute, I always have tuna on toast. Nothing's ever worked out for me with tuna on toast. I want the complete opposite of on toast. Chicken salad, on rye, un-toasted with a side of potato salad ... and a cup of tea. ",86
34153,ELAINE," Well, there's no telling what can happen from this.",86
34154,JERRY," You know chicken salad is not the opposite of tuna, salmon is the opposite of tuna, 'cuz salmon swim against the current,  and the tuna swim with it. ",86
34155,GEORGE,  Good for the tuna.,86
34156,ELAINE," Ah, George, you know, that woman just looked at you.",86
34157,GEORGE, So what? What am I supposed to do?,86
34158,ELAINE, Go talk to her.,86
34159,GEORGE," Elaine, bald men, with no jobs, and no money, who live with their parents, don't approach strange women.",86
34160,JERRY," Well here's your chance to try the opposite. Instead of tuna salad and being intimidated by women, chicken salad and going right up to them.",86
34161,GEORGE," Yeah, I should do the opposite, I should.",86
34162,JERRY," If every instinct you have is wrong, then the opposite would have to be right.",86
34163,GEORGE," Yes, I will do the opposite. I used to sit here and do nothing, and regret it for the rest of the day, so now I will do the opposite, and I will do something!",86
34164,GEORGE," Excuse me, uh I couldn't help but notice that you were looking in my direction.",86
34165,GEORGE, My name is George. I'm unemployed and I live with my parents.,86
34166,JERRY,"  Are you kidding? They can't cancel that show on me now, it's too late for me to book anything else for that weekend. Alright, alright ... okay, bye. ",86
34167,KRAMER," Hey. Buddy, it's all happening!",86
34168,JERRY, What's happening?,86
34169,KRAMER, The coffee table book. It's a go-oo!,86
34170,JERRY," Oh yeah, I heard all about it.",86
34171,KRAMER, You know what this means? I'm starting the book tour. First stop ,86
34172,JERRY, You're going on Regis and Kathy Lee?,86
34173,KRAMER," Oh, you better believe it!",86
34174,JERRY, I'll loan you my puffy shirt.,86
34175,KRAMER," No, no, no.",86
34176,JERRY, What're you gonna talk about?,86
34177,KRAMER," Well, coffee tables.",86
34178,JERRY," Hello? What? Yeah, sure, I'll do it. I just had something cancelled the same weekend. Ok. Great. Bye.  You know, life is amazing. I just lost a job and five minutes later get another, same weekend, same money.",86
34179,KRAMER, You know who you are? Even Steven,86
34180,GEORGE, Why shave every day? It just grows right back.,86
34181,GEORGE," I'm afraid I'm just not interested in how I present myself. If those kind of superficialities are important to you, this probably isn't gonna work.",86
34182,GEORGE, Take it easy. Take it easy. It's not the end of the world.,86
34183,GEORGE, That won't be necessary.,86
34184,GEORGE," Shut your traps and stop kicking the seats! We're trying to watch the movie! And if I have to tell you again, we're gonna take it outside and I'm gonna show you what it's like! You understand me? Now, shut your mouths or I'll shut 'em for ya, and if you think I'm kidding, just try me. Try me. Because I would love it!",86
34185,GEORGE, I don't think we should. We really don't know each other very well.,86
34186,GEORGE, I'm the opposite of every guy you've ever met.,86
34187,ELAINE, Yes.,86
34188,ELAINE, Yeah.,86
34189,ELAINE,  An accident? What happened?,86
34190,ELAINE, Oh. Ok. Thank you.,86
34191,ELAINE, Could I have a box of Jujyfruits?,86
34192,ELAINE,"  Oh, that is so terrible. That is so terrible, Jake. I mean, how can people be so stupid? Just sickening.",86
34193,ELAINE, You want one?,86
34194,ELAINE, So when do you think you're gonna get outta here?,86
34195,ELAINE, At the movies.,86
34196,ELAINE," Yeah, he did.",86
34197,ELAINE, Right after ... that ...,86
34198,ELAINE," Well... the counter...was right there, and...",86
34199,ELAINE," No, no, it does!",86
34200,ELAINE, But...Jake...,86
34201,ELAINE," But, Jake, I didn't...",86
34202,JERRY,  Broke even.,86
34203,KRAMER," Yeah, well, ah, I'll tell you, uh Regis... actually, this is a true story. I umm I was skiing at the time.",86
34204,KRAMER," Yeah, well, now you kids don't go out and try that. You stay in school!",86
34205,KRAMER," You see the beauty of my book is, if you don't have a coffee table, it turns into a coffee table.",86
34206,KRAMER, That's true. That's right.,86
34207,KRAMER," Oh, it's on file, right here. ",86
34208,JERRY, So it's all over?,86
34209,ELAINE," Yeah, it got pretty nasty.",86
34210,JERRY, And what did you go back for? Jujyfruit?,86
34211,ELAINE, It's not like I went across the street. I bought the Jujyfruit and I got in a cab.,86
34212,JERRY, Why didn't you eat it in the cab?,86
34213,ELAINE," Because I got popcorn too, and I ate that first.",86
34214,ELAINE, What's all this?,86
34215,JERRY, Played cards last night.,86
34216,ELAINE, Oh yeah? How'd you do?,86
34217,JERRY, Broke even.,86
34218,ELAINE, You always break even.,86
34219,JERRY," Yeah, I know; like yesterday I lost a job, and then I got another one, and then I missed a TV show, and later on they re-ran it. And then today I missed a train, went outside and caught a bus. It never fails! I always even out!",86
34220,ELAINE, Do you have twenty bucks?,86
34221,JERRY, What for?,86
34222,ELAINE, Just gimme twenty bucks.,86
34223,JERRY,  What the hell was that?,86
34224,ELAINE, Let's see if you get the twenty bucks back.,86
34225,JERRY, You know you could've thrown a pencil out the window and seen if that came back.,86
34226,ELAINE," You know, things were going so good for me, you know, I got the job promotion, we were talking about moving in together -",86
34227,JERRY," Well, maybe next time someone's in a car accident you won't stop off for candy first.",86
34228,GEORGE," Hey, I just found twenty dollars! I tell you this, something is happening in my life. I did this opposite thing last night. Up was down, black was white, good was -",86
34229,JERRY, Bad.,86
34230,GEORGE, Day was -,86
34231,ELAINE, Night.,86
34232,GEORGE, Yes!,86
34233,JERRY, So you just did the opposite of everything?,86
34234,GEORGE," Yes. And listen to this, listen to this; her uncle works for the Yankees and he's gonna get me a job interview. A front office kind of thing. Assistant to the traveling secretary. A job with the New York Yankees! This has been the dream of my life ever since I was a child, and it's all happening because I'm completely ignoring every urge towards common sense and good judgment I have had. This is no longer just some crazy notion. Elaine, Jerry, this is my religion.",86
34235,JERRY, So I guess your Messiah would be the Anti-Christ.,86
34236,GEORGE, Yes funny  let's go.,86
34237,JERRY, Elaine ... look! A twenty!,86
34238,ELAINE,  Oh my God.,86
34239,KRAMER, Hey boss.,86
34240,KRAMER," How're you doin' there, big guy? ",86
34241,KRAMER, Al-righty  Have you got yourself a cold?,86
34242,KRAMER," Woah, that's quite a honk!",86
34243,KRAMER, Get yourself some vitamin C with rose hips and bioflavenoids.,86
34244,KRAMER," Ya that was pretty good, huh?",86
34245,KRAMER, Because of the coffee thing?,86
34246,KRAMER," What about ""Sonia Live""? Now you're not cancelling ""Sonia Live""?",86
34247,KRAMER," She's a doctor, I got a thing for her.",86
34248,GEORGE, Alrighty. Ah ... my last job was in publishing ... I uh got fired for having sex in my office with the cleaning woman.,86
34249,GEORGE," Ah, Alright, before that, I was in real estate. I quit, because the boss wouldn't let me use his private bathroom. That was it.",86
34250,GEORGE, Of course.,86
34251,GEORGE," I am different, yeah.",86
34252,GEORGE," Well, I wish I could say the same, but I must say, with all due respect, I find it very hard to see the logic behind some of the moves you have made with this fine organization. In the past twenty years you have caused myself, and the city of New York, a good deal of distress, as we have watched you take our beloved Yankees and reduced them to a laughing stock, all for the glorification of your massive ego!",86
34253,ELAINE," Ah, it's my ex-roommate, she moved out four years ago, I-I've been sub-letting my apartment from her.",86
34254,ELAINE, Hi Tina.,86
34255,ELAINE," So, I haven't seen you in a while.",86
34256,ELAINE," Well, what is it?",86
34257,ELAINE, Kicked out?! Why?!,86
34258,ELAINE, Yeah? Like what?,86
34259,ELAINE," Ah, I didn't know who he was!",86
34260,ELAINE, What else?,86
34261,ELAINE, What else have you got?,86
34262,JERRY," I'll tell you what the big advantage of homosexuality is. If you're going out with someone your size, right there you double your wardrobe.",86
34263,JERRY," Oh, come on, that's a huge feature. When they approach a new recruit, I'm sure that's one of the big selling points.",86
34264,JERRY, Yes?,86
34265,JERRY, Uh huh?,86
34266,JERRY," Oh, that's okay.",86
34267,JERRY," Nah, that's fine. No problem. I'll meet somebody else.",86
34268,JERRY," Sure. See, things always even out for me.",86
34269,JERRY," It's fine. Anyway, it's been really nice dating you for a while. And uh good luck!",86
34270,JERRY,  She'll be coming around the mountain...,86
34271,JERRY, The New York Yankees?!,86
34272,GEORGE, The New York Yankees!,86
34273,JERRY," Ruth, Gehrig, DiMaggio, Mantle ... Costanza?",86
34274,GEORGE," I'm the assistant to the travelling secretary. I'm going on the road trips with 'em! I'll be on the plane... I'm working in Yankee Stadium! This is a dream, I'm busting, Jerry, I'm busting!",86
34275,JERRY, I can't believe it.,86
34276,GEORGE, Ya!,86
34277,JERRY, Ya?,86
34278,ELAINE,  It's me.,86
34279,JERRY,  Come on up.,86
34280,GEORGE," And I'm moving out of my parents' house, I'm taking that apartment on 86th street, remember the one we saw?",86
34281,JERRY, That's a great place!,86
34282,GEORGE," I'm back in business, baby!",86
34283,JERRY," George, I wouldn't get too excited about this stuff, you know, things have a way of evening out.",86
34284,GEORGE, Hey! ,86
34285,JERRY, Hi Elaine.,86
34286,ELAINE, Hi.,86
34287,JERRY, How're things going?,86
34288,ELAINE, How're things going? You wanna know how things are going? I'll tell you how things are going. I am getting kicked out of my apartment!,86
34289,JERRY, Why? Why are they doing that?,86
34290,ELAINE, I don't know! They have a list of grievances.,86
34291,JERRY, The jewel thief?,86
34292,ELAINE," Yeah, the jewel thief.",86
34293,JERRY, What else?,86
34294,ELAINE, I put Canadian quarters in the washing machine.  I gotta be out by the end of the month.,86
34295,GEORGE," Well, you could move in with my parents. ",86
34296,ELAINE," Was that the ... opposite ... of what you were going to say, or was that just your natural instinct? ",86
34297,GEORGE, Instinct.,86
34298,ELAINE, Stick ... with the opposite. ,86
34299,JERRY," Elaine, don't get too down. Everything'll even out, see, I have two friends, you were up,  he was down. Now he's up,  you're down. You see how it all evens out for me?",86
34300,ELAINE,"  Oh, Mr. Lippman you forgot your handkerchief. Mr. Lippman, you forgot your handkerchief. It's on my desk.",86
34301,JERRY, Is that the end of it?,86
34302,GEORGE," Yeah, it's the last one.",86
34303,JERRY, Alright.,86
34304,KRAMER," Oh, it's true.",86
34305,GEORGE," Alright, let's go.",86
34306,GEORGE, I'm not gonna be nice. That's how I got the job.,86
34307,JERRY, He knows what he's doing.,86
34308,GEORGE," I just want the both of you to know how much you mean to me, and I love you both very, very much.",86
34309,JERRY, Opposite.,86
34310,ELAINE, I must've had at least eight in my mouth. I couldn't talk. I couldn't talk!,86
34311,JERRY, Why'd you have to eat so many?,86
34312,ELAINE, Because they're Jujyfruit. I like them. I didn't know it would start a chain reaction that would lead to the end of Pendant Publishing.,86
34313,JERRY, Not to mention the end of Kramer's coffee table book.,86
34314,KRAMER," Yeah, you knew he had a cold. How'd you expect him to blow his nose? YEA!",86
34315,ELAINE, Do you know what's going on here? Can't you see what's happened? I've become George.,86
34316,JERRY, Don't say that.,86
34317,ELAINE, It's true. I'm George! I'm George!,86
34318,GEORGE," Greetings, people. Greetings. Greetings and salutations. What a beautiful day for a ball game. Let's play two!  Oh, I'll have the chicken salad on rye, my usual, you know what I get, darlin'.  So, let's see, I had a little conversation today with Mr Don Mattingly -  he's the first base man.",86
34319,ELAINE, Uh huh.,86
34320,GEORGE," We talked about his new batting stance, you know, I'm not crazy about it, but I said , 'Donny, go with it 'till it stops workin'.' Donny baseball. He's a helluva guy.",86
34321,KRAMER," Wait, wait, wait, that's too much. Mine was more than yours.",86
34322,JERRY, Ah ... let's call it even.,86
34323,JERRY,"Baseball is so associated with sex. ""He's playing the field,"" ""Hoo, he scored,"" ""oh, he didn't get to first base."" ""I struck out."" ""Why?"" ""She wanted a diamond."" It's always about baseball. Always baseball. As far as baseball goes, I prefer the fat umpires...I feel if you're on the field and you're not in the game, you should be in the worst physical condition a human being could possibly be in. They should be allowed to eat during the game. We're a little too into sports in this country, I think we gotta throttle back. Know what I mean? People come home from these games, ""We won! We won!"" No, they won - you watched.",87
34324,GEORGE," O.K., Danny, take a swing.  N-No! No! No! You're opening up your shoulder.",87
34325,GEORGE," No, not really. I'm just saying this to you because I like to hear myself talk. Yes, really!",87
34326,GEORGE, What are all sweatin' for?,87
34327,GEORGE, Hot?  What is this?,87
34328,GEORGE," This uniform, what's it made from?",87
34329,GEORGE," No. This is not cotton. Here, lemme see.  Will you stop it?  Oh. Of course. Polyester!",87
34330,GEORGE, I can't believe you're not playing in cotton.,87
34331,GEORGE, You know they used to make leisure suits out of this fabric?,87
34332,GEORGE," Of course! Alright, maybe I'll say something to Buck.",87
34333,GEORGE," Hey, don't embarrass me today. I got some friends in the stands. ",87
34334,ELAINE," Oh, you want one?",87
34335,JERRY, Yeah.,87
34336,ELAINE, I'll get it. ,87
34337,JERRY," That's alright, I got it.",87
34338,ELAINE, Jerry!,87
34339,JERRY," Elaine, stop it.",87
34340,ELAINE," Hey, just because I'm not working doesn't mean I haven't got any money.  Yo! Dogs! Two!",87
34341,JERRY, I'm sorry.,87
34342,ELAINE," Ooh, I gotta check my machine. I'm waiting to hear about an interview. Doubleday is looking for somebody to replace Jackie Onassis.",87
34343,JERRY," Oh, she worked at Doubleday...?",87
34344,ELAINE," Yeah, she was an editor.",87
34345,JERRY," Right, just like you.",87
34346,ELAINE, Yeah. Can you hold my seat? ,87
34347,JERRY," Ah. I'm watching my height. My doctor doesn't want me to get any taller. So you're Miss, uh...",87
34348,JERRY, I was almost Mr. Coffee. They felt I was a little too relaxed. ,87
34349,GEORGE, Miss Rhode Island? When are you seeing her?,87
34350,JERRY," Tonight. I have to call her, she's staying in a hotel.",87
34351,GEORGE, You're incredible.,87
34352,JERRY," And get this - I'm working in Atlantic City this weekend, and she's going to be down there for the pageant.",87
34353,GEORGE," What if she becomes Miss America? You could be dating Miss America, Jerry!",87
34354,JERRY," The only bad thing is, we have to go out with a chaperone.",87
34355,GEORGE," Chaperone? What, are you kidding?",87
34356,JERRY," No, it's part of the contest rules.",87
34357,GEORGE, What does the chaperone do?,87
34358,JERRY," I don't know, she just sits there.",87
34359,GEORGE, Can she talk?,87
34360,JERRY, I'm not sure if she's allowed to talk. ,87
34361,GEORGE, You're calling her?,87
34362,JERRY," Yeah.  There she is...Miss - yes, room 417 please? Karen Hanson?",87
34363,GEORGE," Hey, did you know that the Yankees don't wear cotton jerseys?",87
34364,JERRY," Of course, they're polyester.",87
34365,GEORGE," Well, what is that? That's a crime! Do you know how hot those things get? They should be wearing cotton.",87
34366,JERRY, Why do they wear polyester?,87
34367,GEORGE, I don't know. That's all gonna change.,87
34368,JERRY, You're going to do something about it?,87
34369,GEORGE, Why shouldn't I?,87
34370,ELAINE," Well, you know, grace is a tough one. I like to think I have a little grace...not as much as Jackie -",87
34371,ELAINE," O.K., fine, I have...no grace.",87
34372,ELAINE," Well, I have no intention of ""getting"" grace.",87
34373,ELAINE," Yeah, yeah, right.",87
34374,ELAINE, Justin Pitt?,87
34375,ELAINE," ""Mrs. Onassis's""? That's hard to pronounce.",87
34376,ELAINE, Nothing. ,87
34377,ELAINE, I was a great admirer of Mrs. Onass-sis-sis-sis...,87
34378,JERRY," Hello, Karen? It's Jerry Seinfeld. Oh, that's very sweet of you. You know, you better be careful, you don't want to get too congenial. They'll slap that ""Miss Congeniality"" on you, and you'll congene yourself right out of the contest. So, what time do you want to get together later? What? So what, we don't need the chaperone.  The chaperone can't make it.  Oh, you're not gonna get disqualified! So, we're not going?  Hold on one second.  Hey, what are you doing tonight?",87
34379,KRAMER, Nothin.',87
34380,JERRY," I'm going out with one of the Miss America contestants, you wanna go?",87
34381,KRAMER, What state?,87
34382,JERRY, Rhode Island.,87
34383,KRAMER, They're never in contention.,87
34384,GEORGE, How do you know?,87
34385,KRAMER, Because I've seen every Miss America pageant since I was six.,87
34386,JERRY," Look, do you want to go or not? I'll buy you dinner.",87
34387,KRAMER, Giddy-up!,87
34388,ELAINE," Well, a lot of people have brown eyes.",87
34389,ELAINE, Grace?,87
34390,ELAINE, You think Ihave grace?,87
34391,ELAINE, Just some?,87
34392,GEORGE," Hey, Buck. Talk to you for a second?",87
34393,GEORGE, How's everything going? Everything O.K.?,87
34394,GEORGE," Listen, Buck, I uh...obviously I don't need to talk to you about the importance of player morale, but uh...I've been talking to some of the guys, and some of them - I don't want to mention any names - but some of them...they're not too happy with the polyester uniforms.",87
34395,GEORGE," Well, they get very hot in the polyester. You know, it's not a natural fibre. I think they would prefer cotton.",87
34396,GEORGE," Yeah. Cotton breathes, you see, it's much softer. Imagine playing games and your team is five degrees cooler than the other team. Don't you think that would be an advantage? They're cooler, they're more comfortable...they're happier - they're gonna play better.",87
34397,GEORGE, Oh - I've got something.,87
34398,JERRY, Congratulations!,87
34399,ELAINE," Yeah! And the best part is, I still get to look for work in publishing.",87
34400,JERRY," Now, what is it that you do, exactly?",87
34401,ELAINE, I attend to his personal affairs.,87
34402,JERRY, Like what?,87
34403,ELAINE," Well, like tomorrow for example, I have to uh...I have to buy him some socks.",87
34404,JERRY, Really! Socks!,87
34405,ELAINE, Yeah. White ones. Like the ones you wear with sneakers.,87
34406,JERRY," Hey, maybe you can pick me up some underwear! ",87
34407,JERRY," Listen...tonight, after we finish eating, you make like you got something else to do and just ""recede into the night,"" if you know what I mean.",87
34408,KRAMER, No way!,87
34409,JERRY, What?,87
34410,KRAMER," Look, if you think I'm just going to step aside and do nothing while you defile this woman, you're crazy.",87
34411,JERRY," I'm not going to ""defile"" her!",87
34412,KRAMER," That's right, because I'm going to see it doesn't happen. Look, Jerry, these girls are Miss America contestants. It's every little girl's dream. And I'm not going to let you trample that dream and make a mockery of everything the pageant stands for.",87
34413,JERRY, But -,87
34414,JERRY, But wait a minute...,87
34415,KRAMER," Now, if you want to go out and have some good, wholesome fun with a nice girl, I'd be glad to help you out...if you're looking for something more than that, you've got the wrong guy, buddy! ",87
34416,KRAMER," If you were Miss America, what would you do to make the world a better place?",87
34417,JERRY, That's a hell of a plan.  Listen -,87
34418,JERRY," Alright, Kramer!",87
34419,KRAMER," This is important stuff! She's got to be able to answer these questions. She's not going to have time to think, out there, with millions of people watching her. Any hesitation could cost her the crown. You know, poise counts.",87
34420,KRAMER," Oh yeah, like last year? Miss Texas? Now, she should have won easily, but she lost points in the swimsuit competition.",87
34421,KRAMER, Tape her breasts together. ,87
34422,KRAMER," Well, take you for example. Now, you're very attractive, but you got a big waist.",87
34423,JERRY," Hey, come on!",87
34424,KRAMER," Well, I'd recommend a waist cincher.",87
34425,KRAMER," Oh, yeah. Just - thip! - suck you in.",87
34426,JERRY, I'll be right back. ,87
34427,KRAMER," So, what's your talent?",87
34428,KRAMER, Mmm. I'm thinking of a number from one to ten.,87
34429,KRAMER," No, five. But you were close.",87
34430,KRAMER, How's your evening?,87
34431,KRAMER, Stop right there.,87
34432,KRAMER, Disaster.,87
34433,KRAMER," Well, you got brown eyes. You want to wear a green dress.",87
34434,JERRY," Well, here we are...",87
34435,KRAMER," Okay. But if I'm going to do this, we play by my rules or we don't play at all.",87
34436,KRAMER, Hey.,87
34437,JERRY," Well, if it isn't Mr. Blackwell.",87
34438,KRAMER," Oh, come on.",87
34439,JERRY," And that waist cincher, that was the topper!",87
34440,KRAMER," Oh, you're poo-pooing!",87
34441,JERRY," Yes, I poo-poo.",87
34442,KRAMER," Well, let me tell you something. I'm taking this kid to the top. To the top, Jerry! We're going for the crown, and you can't stop her!",87
34443,JERRY, I don't want to stop her!,87
34444,KRAMER," You can't stop her, Jerry! Oh, I've seen 'em come and go, but this kid has got something! ",87
34445,JERRY," Yeah, so do you. ",87
34446,GEORGE," Well, did you see it?",87
34447,JERRY, See what?,87
34448,GEORGE," The uniforms! Did you see how they played? Listen to these comments!  ""Wade Boggs",87
34449,JERRY," Boy, they really do sound comfortable.",87
34450,JERRY, I'm working in Atlantic City.,87
34451,GEORGE, Really!,87
34452,JERRY," Yeah. Hey, you're not working this weekend, why don't you come down?",87
34453,GEORGE, Atlantic City?  Yes! Yes! I will go to Atlantic City. I'm in. I'm down.,87
34454,JERRY," You know what, maybe Elaine wants to go too, lemme call her.  She's at Mr. Pitt's, I think I got the number...",87
34455,ELAINE," So, what do you think?",87
34456,ELAINE, You don't like them?,87
34457,ELAINE, What's wrong?,87
34458,ELAINE, Too tight?,87
34459,ELAINE," Alright, well, I'll just take them back. ",87
34460,JERRY," Hi, Mr. Pitt! Is Elaine there?",87
34461,ELAINE, Sorry. Hello?,87
34462,JERRY," Hey Elaine, it's me.",87
34463,ELAINE, Jerry?,87
34464,JERRY, We're going to Atlantic City.,87
34465,ELAINE, Really? When?,87
34466,JERRY," Today, right now! Are you in?",87
34467,ELAINE," One second, hang on.  Excuse me, Mr. Pitt? Would it be alright if I got you the socks tomorrow?",87
34468,ELAINE, Yes.,87
34469,ELAINE," Well, it's just one more day.",87
34470,JERRY, Why not?,87
34471,ELAINE, Because I have to return the socks and get different ones.,87
34472,ELAINE, I gotta go. ,87
34473,KRAMER," No. Alright, watch me now.  Turn, back, head up, shoulders back...posture. You see? Posture.",87
34474,KRAMER," Let's try a few more questions, alright?  If you were Miss America, and the U.S. was on the brink of a nuclear war, and the only way the conflict could be averted was if you agreed to sleep with the enemy's leader, what would you do?",87
34475,KRAMER," Yes, they're important! If you stumble, if you hesitate, you can kiss the crown goodbye. Now if I've told you once, I've told you a thousand times - poise counts! It's just as important as the others. Swimsuit! Evening wear! Talent! POISE!",87
34476,GEORGE, Hey.,87
34477,JERRY, Hey.,87
34478,GEORGE, How was the show?,87
34479,JERRY, Good. How was the roulette?,87
34480,GEORGE," I won fifty bucks! Boy, this is great. Too bad Elaine's not here.",87
34481,JERRY," Yeah, all she had to do was buy Mr. Pitt a pair of socks!",87
34482,ELAINE, But what??,87
34483,ELAINE, But that's why I got you the tighter ones! ,87
34484,ELAINE, What do you want!?,87
34485,JERRY, What the hell is that?,87
34486,GEORGE," I don't know, it sounds like pigeons or something!",87
34487,GEORGE, Me either. Is there anything you can do to shut them up?,87
34488,JERRY," Wait a second.  This'll scare 'em off.  Well, good night, Ollie.",87
34489,GEORGE," Good night, Stan.",87
34490,KRAMER, What is it?,87
34491,KRAMER, How did this happen?,87
34492,KRAMER, Accident? This was no accident. These doves were murdered.,87
34493,KRAMER," Well, that's it! She's out of the pageant!",87
34494,JERRY, What? Why? What happened?,87
34495,KRAMER, Her birds are dead.,87
34496,JERRY, Birds?,87
34497,KRAMER," Yeah, birds. She's got these trained doves, she does this magic act, that was her talent for the pageant. You know what I think, Jerry? I think somebody murdered those doves. Somebody wanted her out of that contest bad. Somebody who was just eaten up with jealousy. Somebody who just couldn't stand to have the spotlight taken off of them! ",87
34498,JERRY," What are you looking at?  Oh, that! We had to leave that outside, last night, because the water was making the room too cold.",87
34499,JERRY," No, you don't understand - it's not what you think! It was an accident!",87
34500,KRAMER," Well, don't think you've won, because you haven't! This kid is a fighter! And if you think I'm gonna let a couple of dead birds get in our way, you're crazy!",87
34501,JERRY," Kramer, you gotta explain to her what happened...! ",87
34502,JERRY," Oh, it was just Kramer...apparently I killed Miss Rhode Island's doves with a bucket of water last night.",87
34503,GEORGE, Oh. ,87
34504,KRAMER, How ya feelin'?,87
34505,KRAMER, There's nothing to be nervous about.,87
34506,JERRY, I heard those doves were really incredible.,87
34507,GEORGE, That's a shame. ,87
34508,JERRY, It's like watching an animal get tortured.,87
34509,GEORGE," Hey, hey! Yankee game! ",87
34510,JERRY," Oh, great! Alright. ",87
34511,JERRY, That's a shame.,87
34512,KRAMER, Poise. Poise!,87
34513,JERRY,Its fascinating. When you go into a stationery store that they’re manufacturing millions of pens; constantly we’re all buying them. I must have bought six thousand Bics in my life. I’ve used up maybe two of them. Where are the rest of them? When you move the refrigerator there’s a couple back there but it doesn’t account for it. Where are all the pens? That’s why it’s so embarrassing if you don’t have one. You got a pen? Can I borrow a pen? We always have to whisper because it’s so humiliating. I don’t have a pen. They’re making millions of them every week!   I know; where are they?,88
